time	V(vgate)	V(n005)	I(D1)
1.458023863217941e-006	3.502661e-001	0.000000e+000	2.264204e-003
1.461623298342277e-006	3.318536e-001	0.000000e+000	1.459984e-003
1.465981271383291e-006	3.013635e-001	0.000000e+000	5.472983e-004
1.471871043117216e-006	2.507895e-001	0.000000e+000	-4.771066e-004
1.478642036181664e-006	1.873296e-001	0.000000e+000	-1.258387e-003
1.485222166962522e-006	1.280491e-001	0.000000e+000	-1.526385e-003
1.491216254762072e-006	8.334558e-002	0.000000e+000	-1.309035e-003
1.496980884886216e-006	5.330937e-002	0.000000e+000	-7.337920e-004
1.501425693108896e-006	4.070330e-002	0.000000e+000	-9.638393e-005
1.504766717372929e-006	3.852559e-002	0.000000e+000	4.688482e-004
1.507920918484894e-006	4.286885e-002	0.000000e+000	1.035633e-003
1.512894870902492e-006	5.928880e-002	0.000000e+000	1.913151e-003
1.518486509123129e-006	8.766035e-002	0.000000e+000	2.772470e-003
1.525748381177869e-006	1.334242e-001	0.000000e+000	3.564999e-003
1.532661351713629e-006	1.772313e-001	0.000000e+000	3.860591e-003
1.540688889522163e-006	2.171995e-001	0.000000e+000	3.586774e-003
1.548787921884197e-006	2.394725e-001	0.000000e+000	2.792678e-003
1.553324110796552e-006	2.410512e-001	0.000000e+000	2.153653e-003
1.556240105775004e-006	2.358041e-001	0.000000e+000	1.680826e-003
1.560253682773225e-006	2.220885e-001	0.000000e+000	1.014515e-003
1.564231808275036e-006	2.026664e-001	0.000000e+000	3.930619e-004
1.570371227447082e-006	1.648574e-001	0.000000e+000	-4.134555e-004
1.576717849115374e-006	1.214860e-001	0.000000e+000	-9.886933e-004
1.582693892084063e-006	8.111477e-002	0.000000e+000	-1.217514e-003
1.588155009516843e-006	4.899674e-002	0.000000e+000	-1.135140e-003
1.593144839867187e-006	2.673557e-002	0.000000e+000	-8.276430e-004
1.597791576739393e-006	1.367604e-002	0.000000e+000	-3.768454e-004
1.601751655344448e-006	9.229858e-003	0.000000e+000	1.013909e-004
1.605636937317777e-006	1.110498e-002	0.000000e+000	6.212259e-004
1.609541819814428e-006	1.910086e-002	0.000000e+000	1.150888e-003
1.615228533440389e-006	3.889112e-002	0.000000e+000	1.864316e-003
1.621025043839995e-006	6.537539e-002	0.000000e+000	2.441907e-003
1.627751608077550e-006	9.940243e-002	0.000000e+000	2.835270e-003
1.634594555630306e-006	1.308400e-001	0.000000e+000	2.875743e-003
1.642403269562366e-006	1.568091e-001	0.000000e+000	2.514548e-003
1.648286902260471e-006	1.665120e-001	0.000000e+000	2.005510e-003
1.652152030359540e-006	1.664998e-001	0.000000e+000	1.572944e-003
1.655128002987812e-006	1.624084e-001	0.000000e+000	1.207105e-003
1.658762360132030e-006	1.532176e-001	0.000000e+000	7.547865e-004
1.663066467043326e-006	1.376612e-001	0.000000e+000	2.523978e-004
1.668953186150254e-006	1.108810e-001	0.000000e+000	-3.188193e-004
1.675625253847402e-006	7.715633e-002	0.000000e+000	-7.567408e-004
1.681467593233665e-006	4.803125e-002	0.000000e+000	-9.130407e-004
1.686429036587593e-006	2.631441e-002	0.000000e+000	-8.536879e-004
1.690734627700903e-006	1.142975e-002	0.000000e+000	-6.645580e-004
1.694349831658165e-006	2.481533e-003	0.000000e+000	-4.210144e-004
1.697019664444699e-006	-1.582537e-003	0.000000e+000	-1.973421e-004
1.699772386481722e-006	-3.168076e-003	0.000000e+000	6.432962e-005
1.703354292095617e-006	-1.883136e-003	0.000000e+000	4.291888e-004
1.706897375918008e-006	2.817661e-003	0.000000e+000	7.986172e-004
1.710788329305021e-006	1.178553e-002	0.000000e+000	1.190312e-003
1.715572558249549e-006	2.688626e-002	0.000000e+000	1.616064e-003
1.721006284533123e-006	4.728160e-002	0.000000e+000	1.982268e-003
1.727261795156937e-006	7.171727e-002	0.000000e+000	2.205793e-003
1.734075961795809e-006	9.499603e-002	0.000000e+000	2.183322e-003
1.741705534636442e-006	1.132795e-001	0.000000e+000	1.873159e-003
1.747100803436301e-006	1.193680e-001	0.000000e+000	1.501004e-003
1.750755476390844e-006	1.190301e-001	0.000000e+000	1.185556e-003
1.753847122811723e-006	1.157231e-001	0.000000e+000	8.969039e-004
1.757097807979488e-006	1.094650e-001	0.000000e+000	5.923650e-004
1.761783452153259e-006	9.666446e-002	0.000000e+000	1.827564e-004
1.767428446540253e-006	7.741610e-002	0.000000e+000	-2.208914e-004
1.774507386333531e-006	5.070051e-002	0.000000e+000	-5.520685e-004
1.780314442638237e-006	2.928273e-002	0.000000e+000	-6.528139e-004
1.784883319832244e-006	1.453840e-002	0.000000e+000	-6.008015e-004
1.788745210854647e-006	4.518694e-003	0.000000e+000	-4.711577e-004
1.791533027267029e-006	-7.344657e-004	0.000000e+000	-3.307531e-004
1.795070929550878e-006	-4.694094e-003	0.000000e+000	-1.068687e-004
1.799025610177533e-006	-5.904339e-003	0.000000e+000	1.795471e-004
1.803146025672558e-006	-3.547478e-003	0.000000e+000	5.004309e-004
1.807424145195080e-006	2.531317e-003	0.000000e+000	8.344893e-004
1.811820382696011e-006	1.204291e-002	0.000000e+000	1.151765e-003
1.816640921996820e-006	2.519269e-002	0.000000e+000	1.437505e-003
1.822349548031629e-006	4.236828e-002	0.000000e+000	1.661070e-003
1.828673471290074e-006	6.059194e-002	0.000000e+000	1.739611e-003
1.835824623388357e-006	7.667597e-002	0.000000e+000	1.611869e-003
1.843701922694656e-006	8.693959e-002	0.000000e+000	1.267833e-003
1.848315993756200e-006	8.829340e-002	0.000000e+000	9.865924e-004
1.851248453649316e-006	8.644821e-002	0.000000e+000	7.820015e-004
1.855195228479809e-006	8.118176e-002	0.000000e+000	5.009159e-004
1.859207945215401e-006	7.327889e-002	0.000000e+000	2.330762e-004
1.865290927175168e-006	5.793064e-002	0.000000e+000	-1.059285e-004
1.871652794964561e-006	3.996009e-002	0.000000e+000	-3.499814e-004
1.877159024764637e-006	2.441410e-002	0.000000e+000	-4.427142e-004
1.881839702009173e-006	1.257517e-002	0.000000e+000	-4.226179e-004
1.885830396653953e-006	4.256213e-003	0.000000e+000	-3.366153e-004
1.888749613951027e-006	-2.737700e-004	0.000000e+000	-2.335576e-004
1.892446897981108e-006	-3.881398e-003	0.000000e+000	-6.362210e-005
1.896205696336339e-006	-5.275751e-003	0.000000e+000	1.379768e-004
1.900007313761707e-006	-4.248352e-003	0.000000e+000	3.610211e-004
1.903816915252201e-006	-8.808201e-004	0.000000e+000	5.901008e-004
1.907728673153684e-006	4.704432e-003	0.000000e+000	8.168130e-004
1.911523845938437e-006	1.187803e-002	0.000000e+000	1.011399e-003
1.916836933774801e-006	2.365046e-002	0.000000e+000	1.223082e-003
1.922460676425407e-006	3.662900e-002	0.000000e+000	1.351175e-003
1.929333965886402e-006	5.095990e-002	0.000000e+000	1.359154e-003
1.936489517662573e-006	6.200246e-002	0.000000e+000	1.214058e-003
1.942310599774914e-006	6.681757e-002	0.000000e+000	9.954139e-004
1.946330428043301e-006	6.733421e-002	0.000000e+000	8.011464e-004
1.949151413329279e-006	6.596591e-002	0.000000e+000	6.509113e-004
1.953231742091883e-006	6.189708e-002	0.000000e+000	4.301174e-004
1.957149778442979e-006	5.610096e-002	0.000000e+000	2.316924e-004
1.963306882076677e-006	4.438242e-002	0.000000e+000	-2.871269e-005
1.969551055015780e-006	3.107078e-002	0.000000e+000	-2.107141e-004
1.975038534645277e-006	1.936645e-002	0.000000e+000	-2.807657e-004
1.979798240239174e-006	1.028640e-002	0.000000e+000	-2.647800e-004
1.983901178525536e-006	3.888258e-003	0.000000e+000	-1.960562e-004
1.987050721271027e-006	2.628039e-004	0.000000e+000	-1.101339e-004
1.990449103606709e-006	-2.188585e-003	0.000000e+000	9.615601e-006
1.993884158373995e-006	-3.279507e-003	0.000000e+000	1.492657e-004
1.996330982934908e-006	-3.221303e-003	0.000000e+000	2.570440e-004
1.997393523761383e-006	-2.903169e-003	0.000000e+000	3.057719e-004
1.998874918347050e-006	-2.175936e-003	0.000000e+000	3.747924e-004
1.999874918347050e-006	-1.570945e-003	0.000000e+000	4.215787e-004
2.000000000000000e-006	-1.484368e-003	0.000000e+000	4.274371e-004
2.000250163305900e-006	-1.299033e-003	0.000000e+000	4.391481e-004
2.000357282833628e-006	-1.218557e-003	0.000000e+000	4.441619e-004
2.000464402361357e-006	-1.136580e-003	0.000000e+000	4.491729e-004
2.000571521889086e-006	-1.053102e-003	0.000000e+000	4.541809e-004
2.000678641416814e-006	-9.681223e-004	0.000000e+000	4.591861e-004
2.000785760944543e-006	-8.816418e-004	0.000000e+000	4.641884e-004
2.000892880472272e-006	-7.936601e-004	0.000000e+000	4.691879e-004
2.001000000000000e-006	-7.041773e-004	0.000000e+000	4.741844e-004
2.001002577912064e-006	-7.020123e-004	8.507110e-003	4.743046e-004
2.001005524097280e-006	-6.995305e-004	1.822952e-002	4.744420e-004
2.001011416467711e-006	-6.945216e-004	3.767435e-002	4.747167e-004
2.001023201208574e-006	-6.842400e-004	7.656399e-002	4.752660e-004
2.001041180435515e-006	-6.677629e-004	1.358954e-001	4.761041e-004
2.001057752953667e-006	-6.512222e-004	1.905847e-001	4.768765e-004
2.001078828063486e-006	-6.275135e-004	2.601326e-001	4.778587e-004
2.001101352063412e-006	-5.977659e-004	3.344618e-001	4.789082e-004
2.001131736677839e-006	-5.485623e-004	4.347310e-001	4.803236e-004
2.001168117571876e-006	-4.725039e-004	5.547880e-001	4.820180e-004
2.001218239027917e-006	-3.301972e-004	7.201888e-001	4.843515e-004
2.001283255966042e-006	-6.563213e-005	9.347447e-001	4.873771e-004
2.001377285205119e-006	4.788071e-004	1.245041e+000	4.917501e-004
2.001464574884188e-006	1.177592e-003	1.533097e+000	4.958067e-004
2.001553799804461e-006	2.129518e-003	1.827539e+000	4.999498e-004
2.001648860233172e-006	3.446644e-003	2.141239e+000	5.043593e-004
2.001778920649937e-006	5.645572e-003	2.570438e+000	5.103861e-004
2.001832498348748e-006	6.707214e-003	2.747245e+000	5.128662e-004
2.001892844602377e-006	8.088700e-003	2.946387e+000	5.156563e-004
2.002000000000000e-006	1.075222e-002	3.300000e+000	5.206064e-004
2.002032146619287e-006	1.165693e-002	3.300000e+000	5.220892e-004
2.002075008778336e-006	1.291920e-002	3.300000e+000	5.240644e-004
2.002160733096434e-006	1.560117e-002	3.300000e+000	5.280080e-004
2.002332181732631e-006	2.134229e-002	3.300000e+000	5.358654e-004
2.002601555106860e-006	3.084824e-002	3.300000e+000	5.481229e-004
2.002916141374127e-006	4.221896e-002	3.300000e+000	5.622592e-004
2.003275950312796e-006	5.519026e-002	3.300000e+000	5.780925e-004
2.003703085219519e-006	7.033217e-002	3.300000e+000	5.962522e-004
2.004244847912753e-006	8.920193e-002	3.300000e+000	6.181062e-004
2.004807650928720e-006	1.085396e-001	3.300000e+000	6.389216e-004
2.005600574465174e-006	1.354884e-001	3.300000e+000	6.639836e-004
2.006751899455285e-006	1.740620e-001	3.300000e+000	6.882972e-004
2.009054549435508e-006	2.492183e-001	3.300000e+000	6.915351e-004
2.012565833168545e-006	3.589542e-001	3.300000e+000	5.914317e-004
2.016393865451630e-006	4.710301e-001	3.300000e+000	3.371852e-004
2.020227231482341e-006	5.725698e-001	3.300000e+000	-7.875682e-005
2.025587497312064e-006	6.946712e-001	3.300000e+000	-8.534527e-004
2.031079040529339e-006	7.912770e-001	3.300000e+000	-1.750621e-003
2.036487825889451e-006	8.497288e-001	3.300000e+000	-2.573700e-003
2.042300414423660e-006	8.774537e-001	3.300000e+000	-3.160229e-003
2.047752424688986e-006	8.871072e-001	3.300000e+000	-3.176525e-003
2.055018341757658e-006	8.977470e-001	3.300000e+000	-2.318576e-003
2.060891386030704e-006	9.104057e-001	3.300000e+000	-8.492315e-004
2.068836014602991e-006	9.308379e-001	3.300000e+000	2.179798e-003
2.077036672217756e-006	9.511055e-001	3.300000e+000	6.277574e-003
2.086802297217756e-006	9.722573e-001	3.300000e+000	1.223238e-002
2.096567922217756e-006	9.902766e-001	3.300000e+000	1.908094e-002
2.106333547217756e-006	1.005499e+000	3.300000e+000	2.665774e-002
2.116099172217756e-006	1.018325e+000	3.300000e+000	3.485665e-002
2.125864797217756e-006	1.029081e+000	3.300000e+000	4.382000e-002
2.135630422217756e-006	1.038061e+000	3.300000e+000	5.403489e-002
2.145396047217756e-006	1.045574e+000	3.300000e+000	6.599104e-002
2.155161672217756e-006	1.051973e+000	3.300000e+000	7.932854e-002
2.164927297217756e-006	1.057621e+000	3.300000e+000	9.262999e-002
2.174692922217756e-006	1.062829e+000	3.300000e+000	1.045884e-001
2.184458547217756e-006	1.067796e+000	3.300000e+000	1.150228e-001
2.194224172217756e-006	1.072617e+000	3.300000e+000	1.245120e-001
2.203989797217756e-006	1.077317e+000	3.300000e+000	1.336204e-001
2.213755422217756e-006	1.081891e+000	3.300000e+000	1.426472e-001
2.223521047217756e-006	1.086328e+000	3.300000e+000	1.517020e-001
2.233286672217756e-006	1.090617e+000	3.300000e+000	1.608006e-001
2.243052297217756e-006	1.094753e+000	3.300000e+000	1.699221e-001
2.252817922217756e-006	1.098733e+000	3.300000e+000	1.790365e-001
2.262583547217756e-006	1.102559e+000	3.300000e+000	1.881150e-001
2.272349172217756e-006	1.106237e+000	3.300000e+000	1.971340e-001
2.291880422217756e-006	1.113167e+000	3.300000e+000	2.149253e-001
2.311411672217756e-006	1.119578e+000	3.300000e+000	2.323179e-001
2.330942922217756e-006	1.125528e+000	3.300000e+000	2.492721e-001
2.360239797217756e-006	1.133705e+000	3.300000e+000	2.738719e-001
2.370005422217756e-006	1.136256e+000	3.300000e+000	2.818574e-001
2.379771047217756e-006	1.138896e+000	3.300000e+000	2.897405e-001
2.389536672217756e-006	1.144519e+000	3.300000e+000	2.975236e-001
2.397416838818876e-006	1.156313e+000	3.300000e+000	3.037037e-001
2.405952151005005e-006	1.177906e+000	3.300000e+000	3.102399e-001
2.414343516432570e-006	1.204467e+000	3.300000e+000	3.164454e-001
2.423258046959081e-006	1.235883e+000	3.300000e+000	3.227321e-001
2.433023671959081e-006	1.272203e+000	3.300000e+000	3.292350e-001
2.442789296959081e-006	1.309482e+000	3.300000e+000	3.353265e-001
2.452554921959081e-006	1.347128e+000	3.300000e+000	3.410015e-001
2.462320546959081e-006	1.384753e+000	3.300000e+000	3.462741e-001
2.472086171959081e-006	1.422118e+000	3.300000e+000	3.511641e-001
2.481851796959081e-006	1.459074e+000	3.300000e+000	3.556936e-001
2.491617421959081e-006	1.495525e+000	3.300000e+000	3.598856e-001
2.501383046959081e-006	1.531412e+000	3.300000e+000	3.637628e-001
2.511148671959081e-006	1.566695e+000	3.300000e+000	3.673472e-001
2.520914296959081e-006	1.601355e+000	3.300000e+000	3.706597e-001
2.530679921959081e-006	1.635378e+000	3.300000e+000	3.737203e-001
2.540445546959081e-006	1.668761e+000	3.300000e+000	3.765475e-001
2.550211171959081e-006	1.701504e+000	3.300000e+000	3.791587e-001
2.559976796959081e-006	1.733610e+000	3.300000e+000	3.815704e-001
2.569742421959081e-006	1.765086e+000	3.300000e+000	3.837975e-001
2.579508046959081e-006	1.795939e+000	3.300000e+000	3.858540e-001
2.589273671959081e-006	1.826180e+000	3.300000e+000	3.877531e-001
2.599039296959081e-006	1.855816e+000	3.300000e+000	3.895066e-001
2.608804921959081e-006	1.884859e+000	3.300000e+000	3.911259e-001
2.618570546959081e-006	1.913319e+000	3.300000e+000	3.926212e-001
2.628336171959081e-006	1.941207e+000	3.300000e+000	3.940020e-001
2.638101796959081e-006	1.968534e+000	3.300000e+000	3.952771e-001
2.647867421959081e-006	1.995311e+000	3.300000e+000	3.964547e-001
2.657633046959081e-006	2.021547e+000	3.300000e+000	3.975424e-001
2.667398671959081e-006	2.047255e+000	3.300000e+000	3.985469e-001
2.677164296959082e-006	2.072444e+000	3.300000e+000	3.994748e-001
2.686929921959082e-006	2.097125e+000	3.300000e+000	4.003320e-001
2.696695546959082e-006	2.121309e+000	3.300000e+000	4.011238e-001
2.706461171959082e-006	2.145004e+000	3.300000e+000	4.018554e-001
2.716226796959082e-006	2.168221e+000	3.300000e+000	4.025314e-001
2.725992421959082e-006	2.190971e+000	3.300000e+000	4.031562e-001
