time	V(vgate)	V(vout)	I(D3)
5.208541900462565e-007	1.151744e+000	9.901695e-002	3.425087e-001
5.276901275462564e-007	1.142846e+000	1.093321e-001	3.421713e-001
5.345260650462564e-007	1.135581e+000	1.215238e-001	3.417898e-001
5.413620025462564e-007	1.130341e+000	1.360982e-001	3.413552e-001
5.481979400462563e-007	1.127441e+000	1.534840e-001	3.408565e-001
5.550338775462563e-007	1.126441e+000	1.731966e-001	3.402812e-001
5.618698150462562e-007	1.126167e+000	1.938493e-001	3.396191e-001
5.687057525462562e-007	1.125912e+000	2.146023e-001	3.388651e-001
5.755416900462561e-007	1.125629e+000	2.353991e-001	3.380199e-001
5.823776275462561e-007	1.125322e+000	2.562490e-001	3.370870e-001
5.892135650462560e-007	1.124989e+000	2.771536e-001	3.360711e-001
5.960495025462560e-007	1.124634e+000	2.981206e-001	3.349772e-001
6.097213775462559e-007	1.123860e+000	3.402574e-001	3.325736e-001
6.233932525462558e-007	1.123007e+000	3.827012e-001	3.299108e-001
6.370651275462557e-007	1.122082e+000	4.254959e-001	3.270187e-001
6.575729400462556e-007	1.120572e+000	4.904476e-001	3.223053e-001
6.780807525462554e-007	1.118927e+000	5.564630e-001	3.172024e-001
6.946823150462553e-007	1.117505e+000	6.104393e-001	3.127983e-001
7.112838775462552e-007	1.116004e+000	6.657053e-001	3.082254e-001
7.278854400462552e-007	1.114426e+000	7.222610e-001	3.034838e-001
7.444870025462550e-007	1.112770e+000	7.801063e-001	2.985735e-001
7.610885650462549e-007	1.111035e+000	8.392412e-001	2.934944e-001
7.776901275462548e-007	1.109223e+000	8.996658e-001	2.882466e-001
7.942916900462547e-007	1.107332e+000	9.613801e-001	2.828300e-001
8.128463775462546e-007	1.105154e+000	1.031967e+000	2.766562e-001
8.314010650462544e-007	1.102813e+000	1.106439e+000	2.702340e-001
8.499557525462543e-007	1.100309e+000	1.184794e+000	2.635633e-001
8.685104400462541e-007	1.097643e+000	1.267035e+000	2.566443e-001
8.870651275462541e-007	1.094814e+000	1.353159e+000	2.494768e-001
9.056198150462540e-007	1.091823e+000	1.443168e+000	2.420610e-001
9.241745025462538e-007	1.088670e+000	1.537061e+000	2.343967e-001
9.397995025462539e-007	1.085859e+000	1.620856e+000	2.276886e-001
9.554245025462540e-007	1.082769e+000	1.709876e+000	2.206534e-001
9.710495025462540e-007	1.079402e+000	1.804123e+000	2.132912e-001
9.866745025462542e-007	1.075757e+000	1.903595e+000	2.056019e-001
1.002299502546254e-006	1.071833e+000	2.008294e+000	1.975855e-001
1.017924502546254e-006	1.067631e+000	2.118218e+000	1.892421e-001
1.033549502546254e-006	1.063151e+000	2.233368e+000	1.805716e-001
1.054057315046254e-006	1.056482e+000	2.394564e+000	1.684892e-001
1.074565127546255e-006	1.048911e+000	2.566229e+000	1.556647e-001
1.095072940046255e-006	1.040238e+000	2.748156e+000	1.420748e-001
1.108744815046255e-006	1.033711e+000	2.874860e+000	1.325876e-001
1.122416690046255e-006	1.026468e+000	3.005556e+000	1.227652e-001
1.136088565046255e-006	1.018370e+000	3.139808e+000	1.126214e-001
1.142924502546255e-006	1.013947e+000	3.208086e+000	1.074358e-001
1.149760440046255e-006	1.009237e+000	3.277009e+000	1.021792e-001
1.156596377546255e-006	1.004208e+000	3.346464e+000	9.685637e-002
1.163432315046255e-006	9.988206e-001	3.416321e+000	9.147284e-002
1.170268252546255e-006	9.930266e-001	3.486422e+000	8.603524e-002
1.177104190046256e-006	9.867690e-001	3.556581e+000	8.055135e-002
1.183940127546256e-006	9.799772e-001	3.626575e+000	7.503032e-002
1.190776065046256e-006	9.725638e-001	3.696130e+000	6.948289e-002
1.197612002546256e-006	9.644187e-001	3.764912e+000	6.392165e-002
1.204447940046256e-006	9.554015e-001	3.832506e+000	5.836134e-002
1.211283877546256e-006	9.453311e-001	3.898388e+000	5.281936e-002
1.218119815046256e-006	9.339706e-001	3.961887e+000	4.731614e-002
1.224955752546256e-006	9.210087e-001	4.022141e+000	4.187591e-002
1.231791690046256e-006	9.060353e-001	4.078029e+000	3.652743e-002
1.238627627546256e-006	8.885173e-001	4.128110e+000	3.130497e-002
1.245463565046256e-006	8.677849e-001	4.170576e+000	2.624940e-002
1.252299502546256e-006	8.430554e-001	4.203283e+000	2.140916e-002
1.259135440046256e-006	8.135283e-001	4.223947e+000	1.684078e-002
1.265971377546256e-006	7.785757e-001	4.230554e+000	1.260817e-002
1.272807315046256e-006	7.379909e-001	4.221933e+000	8.779885e-003
1.279643252546256e-006	6.921868e-001	4.198245e+000	5.423876e-003
1.286479190046257e-006	6.422350e-001	4.161143e+000	2.600369e-003
1.293315127546257e-006	5.897270e-001	4.113555e+000	3.543297e-004
1.300151065046257e-006	5.365421e-001	4.059222e+000	-1.290632e-003
1.306987002546257e-006	4.846210e-001	4.002228e+000	-2.335638e-003
1.313822940046257e-006	4.357930e-001	3.946621e+000	-2.806972e-003
1.320658877546257e-006	3.916569e-001	3.896135e+000	-2.754060e-003
1.327494815046257e-006	3.534975e-001	3.853987e+000	-2.245782e-003
1.334330752546257e-006	3.222308e-001	3.822734e+000	-1.365869e-003
1.341166690046257e-006	2.981315e-001	3.803723e+000	-2.122580e-004
1.347129874484704e-006	2.833771e-001	3.798511e+000	9.492294e-004
1.353585400425313e-006	2.739573e-001	3.805372e+000	2.288587e-003
1.360421337925313e-006	2.703287e-001	3.825351e+000	3.704568e-003
1.367257275425313e-006	2.723684e-001	3.857261e+000	5.036819e-003
1.374093212925313e-006	2.789969e-001	3.899426e+000	6.210020e-003
1.380929150425313e-006	2.888625e-001	3.949483e+000	7.162156e-003
1.387765087925313e-006	3.005259e-001	4.004719e+000	7.847075e-003
1.394601025425313e-006	3.125481e-001	4.062242e+000	8.235579e-003
1.401436962925314e-006	3.235725e-001	4.119150e+000	8.315722e-003
1.408272900425314e-006	3.323973e-001	4.172699e+000	8.092416e-003
1.415108837925314e-006	3.380343e-001	4.220447e+000	7.586458e-003
1.421944775425314e-006	3.397515e-001	4.260380e+000	6.833037e-003
1.428780712925314e-006	3.370981e-001	4.291013e+000	5.879739e-003
1.435616650425314e-006	3.299123e-001	4.311441e+000	4.783981e-003
1.442452587925314e-006	3.183126e-001	4.321373e+000	3.609818e-003
1.449288525425314e-006	3.026973e-001	4.321175e+000	2.423578e-003
1.455928314902965e-006	2.842045e-001	4.311960e+000	1.323055e-003
1.462764252402965e-006	2.625039e-001	4.294493e+000	3.027810e-004
1.469600189902965e-006	2.390352e-001	4.270737e+000	-5.537419e-004
1.476436127402965e-006	2.147470e-001	4.242599e+000	-1.206502e-003
1.483272064902965e-006	1.906264e-001	4.212193e+000	-1.630150e-003
1.490108002402965e-006	1.676222e-001	4.181660e+000	-1.814245e-003
1.496943939902965e-006	1.465949e-001	4.153037e+000	-1.763014e-003
1.503779877402965e-006	1.282723e-001	4.128160e+000	-1.494170e-003
1.510615814902965e-006	1.132145e-001	4.108564e+000	-1.036965e-003
1.517451752402965e-006	1.017889e-001	4.095419e+000	-4.297366e-004
1.524287689902965e-006	9.415662e-002	4.089475e+000	2.828798e-004
1.531123627402965e-006	9.027097e-002	4.091041e+000	1.052847e-003
1.537959564902965e-006	8.988766e-002	4.099989e+000	1.831585e-003
1.544795502402965e-006	9.258632e-002	4.115778e+000	2.572657e-003
1.551631439902965e-006	9.780115e-002	4.137499e+000	3.234152e-003
1.558467377402966e-006	1.048591e-001	4.163947e+000	3.780691e-003
1.565303314902966e-006	1.130227e-001	4.193693e+000	4.184977e-003
1.572139252402966e-006	1.215347e-001	4.225178e+000	4.428850e-003
1.578975189902966e-006	1.296618e-001	4.256807e+000	4.503821e-003
1.585811127402966e-006	1.367350e-001	4.287034e+000	4.411095e-003
1.592647064902966e-006	1.421841e-001	4.314456e+000	4.161107e-003
1.599483002402966e-006	1.455653e-001	4.337878e+000	3.772621e-003
1.606318939902966e-006	1.465793e-001	4.356379e+000	3.271421e-003
1.613154877402966e-006	1.450811e-001	4.369349e+000	2.688698e-003
1.619990814902966e-006	1.410805e-001	4.376514e+000	2.059159e-003
1.626826752402966e-006	1.347345e-001	4.377934e+000	1.418988e-003
1.633662689902966e-006	1.263307e-001	4.373988e+000	8.037328e-004
1.640498627402966e-006	1.162663e-001	4.365340e+000	2.462700e-004
1.647334564902966e-006	1.050203e-001	4.352887e+000	-2.250466e-004
1.654170502402966e-006	9.312416e-002	4.337702e+000	-5.879068e-004
1.661006439902966e-006	8.112926e-002	4.320963e+000	-8.271444e-004
1.667842377402966e-006	6.957591e-002	4.303884e+000	-9.353490e-004
1.674678314902967e-006	5.896341e-002	4.287646e+000	-9.129688e-004
1.681514252402967e-006	4.972365e-002	4.273331e+000	-7.679247e-004
1.688350189902967e-006	4.219936e-002	4.261868e+000	-5.147947e-004
1.695186127402967e-006	3.662807e-002	4.253981e+000	-1.736484e-004
1.702022064902967e-006	3.313247e-002	4.250167e+000	2.313703e-004
1.708858002402967e-006	3.167725e-002	4.250577e+000	6.736749e-004
1.715113617543210e-006	3.211832e-002	4.254816e+000	1.087864e-003
1.721949555043210e-006	3.433819e-002	4.263432e+000	1.525002e-003
1.728785492543210e-006	3.800663e-002	4.275578e+000	1.922332e-003
1.735621430043210e-006	4.280232e-002	4.290699e+000	2.258192e-003
1.742457367543210e-006	4.831792e-002	4.308003e+000	2.515352e-003
1.749293305043210e-006	5.412530e-002	4.326607e+000	2.681704e-003
1.756129242543210e-006	5.980059e-002	4.345585e+000	2.750719e-003
1.762965180043210e-006	6.494799e-002	4.364024e+000	2.721575e-003
1.769801117543210e-006	6.922088e-002	4.381075e+000	2.598985e-003
1.776637055043210e-006	7.233920e-002	4.396000e+000	2.392726e-003
1.783472992543210e-006	7.410231e-002	4.408206e+000	2.116913e-003
1.790308930043210e-006	7.439679e-002	4.417274e+000	1.789065e-003
1.797144867543210e-006	7.319900e-002	4.422981e+000	1.429008e-003
1.803980805043211e-006	7.061668e-002	4.425410e+000	1.057006e-003
1.809820921370715e-006	6.738153e-002	4.424919e+000	7.448168e-004
1.815418528294873e-006	6.344267e-002	4.422215e+000	4.653707e-004
1.822254465794873e-006	5.783573e-002	4.416594e+000	1.637956e-004
1.829090403294873e-006	5.166964e-002	4.409085e+000	-8.331116e-005
1.835926340794873e-006	4.521579e-002	4.400220e+000	-2.631161e-004
1.842762278294873e-006	3.879727e-002	4.390704e+000	-3.686117e-004
1.849598215794873e-006	3.272461e-002	4.381249e+000	-3.972978e-004
1.856434153294873e-006	2.727871e-002	4.372538e+000	-3.511448e-004
1.863270090794873e-006	2.269617e-002	4.365178e+000	-2.362967e-004
1.870106028294874e-006	1.915759e-002	4.359681e+000	-6.254394e-005
1.876941965794874e-006	1.677935e-002	4.356430e+000	1.573892e-004
1.883777903294874e-006	1.559783e-002	4.355639e+000	4.086173e-004
1.890341893166689e-006	1.559360e-002	4.357329e+000	6.647204e-004
1.897177830666689e-006	1.668338e-002	4.361584e+000	9.310476e-004
1.904013768166689e-006	1.872643e-002	4.368139e+000	1.181632e-003
1.910849705666689e-006	2.154498e-002	4.376699e+000	1.402541e-003
1.917685643166689e-006	2.491426e-002	4.386841e+000	1.582000e-003
1.924521580666689e-006	2.858822e-002	4.398068e+000	1.711032e-003
1.931357518166689e-006	3.231424e-002	4.409839e+000	1.783849e-003
1.938193455666690e-006	3.584769e-002	4.421602e+000	1.798050e-003
1.945029393166690e-006	3.896545e-002	4.432824e+000	1.754626e-003
1.951865330666690e-006	4.147757e-002	4.443024e+000	1.657778e-003
1.958701268166690e-006	4.323673e-002	4.451792e+000	1.514568e-003
1.965537205666690e-006	4.414474e-002	4.458817e+000	1.334411e-003
1.972373143166690e-006	4.415610e-002	4.463894e+000	1.128474e-003
1.979209080666690e-006	4.327846e-002	4.466937e+000	9.089729e-004
1.986045018166690e-006	4.157001e-002	4.467975e+000	6.884539e-004
1.992880955666690e-006	3.913914e-002	4.467164e+000	4.788051e-004
1.999455018849713e-006	3.624079e-002	4.464833e+000	2.982149e-004
2.006290956349713e-006	3.280998e-002	4.461111e+000	1.415662e-004
2.013126893849713e-006	2.914741e-002	4.456468e+000	2.331073e-005
2.019962831349713e-006	2.544187e-002	4.451307e+000	-5.140051e-005
2.026798768849713e-006	2.188283e-002	4.446058e+000	-8.033129e-005
2.033634706349713e-006	1.864503e-002	4.441138e+000	-6.392557e-005
2.040470643849713e-006	1.587915e-002	4.436930e+000	-5.178281e-006
2.047306581349713e-006	1.370422e-002	4.433761e+000	9.063501e-005
2.054142518849713e-006	1.220201e-002	4.431885e+000	2.163478e-004
2.060978456349713e-006	1.140299e-002	4.431451e+000	3.632720e-004
2.067395811618950e-006	1.131374e-002	4.432474e+000	5.123860e-004
2.074231749118950e-006	1.188493e-002	4.435080e+000	6.736874e-004
2.081067686618950e-006	1.304856e-002	4.439110e+000	8.280814e-004
2.087903624118950e-006	1.471042e-002	4.444418e+000	9.669145e-004
2.094739561618950e-006	1.674168e-002	4.450766e+000	1.082637e-003
2.101575499118950e-006	1.899787e-002	4.457866e+000	1.169294e-003
2.108411436618950e-006	2.132768e-002	4.465396e+000	1.222793e-003
2.115247374118950e-006	2.358172e-002	4.473022e+000	1.241070e-003
2.122083311618950e-006	2.562093e-002	4.480418e+000	1.224126e-003
2.128919249118950e-006	2.732403e-002	4.487279e+000	1.173952e-003
2.135755186618950e-006	2.859370e-002	4.493342e+000	1.094342e-003
2.142591124118950e-006	2.936109e-002	4.498398e+000	9.906203e-004
2.149427061618950e-006	2.958866e-002	4.502303e+000	8.692795e-004
2.156262999118950e-006	2.927105e-002	4.504981e+000	7.375763e-004
2.163098936618950e-006	2.843417e-002	4.506428e+000	6.030929e-004
2.169934874118950e-006	2.713253e-002	4.506709e+000	4.732954e-004
2.176770811618950e-006	2.544510e-002	4.505952e+000	3.551153e-004
2.183606749118951e-006	2.346991e-002	4.504339e+000	2.545748e-004
2.190442686618951e-006	2.131787e-002	4.502090e+000	1.764776e-004
2.197278624118951e-006	1.910598e-002	4.499456e+000	1.241810e-004
2.204114561618951e-006	1.695057e-002	4.496697e+000	9.945764e-005
2.210950499118951e-006	1.496070e-002	4.494070e+000	1.024541e-004
2.217786436618951e-006	1.323234e-002	4.491817e+000	1.317437e-004
2.224622374118951e-006	1.184338e-002	4.490144e+000	1.844665e-004
2.231458311618951e-006	1.083027e-002	4.489182e+000	2.560002e-004
2.237067789510228e-006	1.032111e-002	4.489043e+000	3.260411e-004
2.242944130072501e-006	1.013296e-002	4.489634e+000	4.070715e-004
2.249780067572501e-006	1.030364e-002	4.491195e+000	5.049889e-004
2.256616005072501e-006	1.084985e-002	4.493641e+000	6.014229e-004
2.263451942572501e-006	1.173258e-002	4.496925e+000	6.910152e-004
2.270287880072501e-006	1.288064e-002	4.500923e+000	7.687508e-004
2.277123817572501e-006	1.421066e-002	4.505474e+000	8.304730e-004
2.283959755072501e-006	1.563221e-002	4.510390e+000	8.730848e-004
2.290795692572501e-006	1.705320e-002	4.515471e+000	8.946842e-004
2.297631630072501e-006	1.838513e-002	4.520512e+000	8.946281e-004
2.304467567572501e-006	1.954801e-002	4.525319e+000	8.735217e-004
2.311303505072501e-006	2.047449e-002	4.529716e+000	8.331396e-004
2.318139442572501e-006	2.111323e-002	4.533559e+000	7.762835e-004
2.324975380072501e-006	2.143121e-002	4.536736e+000	7.065870e-004
2.331811317572501e-006	2.141488e-002	4.539180e+000	6.282803e-004
2.338647255072501e-006	2.107020e-002	4.540864e+000	5.459300e-004
2.345483192572501e-006	2.042161e-002	4.541808e+000	4.641681e-004
2.352319130072501e-006	1.950990e-002	4.542069e+000	3.874278e-004
2.359155067572502e-006	1.839008e-002	4.541746e+000	3.196105e-004
2.365816023460719e-006	1.715827e-002	4.540980e+000	2.654616e-004
2.372651960960719e-006	1.581895e-002	4.539875e+000	2.246328e-004
2.379487898460719e-006	1.447597e-002	4.538608e+000	2.001373e-004
2.386323835960719e-006	1.319825e-002	4.537335e+000	1.926856e-004
2.393159773460719e-006	1.204934e-002	4.536212e+000	2.019135e-004
2.399995710960719e-006	1.108328e-002	4.535378e+000	2.265276e-004
2.406831648460719e-006	1.034191e-002	4.534951e+000	2.644126e-004
2.413667585960719e-006	9.852857e-003	4.535020e+000	3.127790e-004
2.420491202890322e-006	9.629055e-003	4.535644e+000	3.682524e-004
2.427327140390322e-006	9.666906e-003	4.536847e+000	4.274748e-004
2.434163077890322e-006	9.949387e-003	4.538620e+000	4.867122e-004
2.440999015390323e-006	1.044607e-002	4.540922e+000	5.424654e-004
2.447834952890323e-006	1.111548e-002	4.543679e+000	5.915597e-004
2.454670890390323e-006	1.190796e-002	4.546800e+000	6.313138e-004
2.461506827890323e-006	1.276879e-002	4.550171e+000	6.596740e-004
2.468342765390323e-006	1.364145e-002	4.553670e+000	6.753064e-004
2.475178702890323e-006	1.447090e-002	4.557171e+000	6.776464e-004
2.482014640390323e-006	1.520662e-002	4.560553e+000	6.669029e-004
2.488850577890323e-006	1.580532e-002	4.563704e+000	6.440185e-004
2.495686515390323e-006	1.623310e-002	4.566530e+000	6.105897e-004
2.502522452890323e-006	1.646706e-002	4.568958e+000	5.687539e-004
2.509358390390323e-006	1.649615e-002	4.570940e+000	5.210483e-004
2.516194327890323e-006	1.632136e-002	4.572455e+000	4.702525e-004
2.523030265390323e-006	1.595524e-002	4.573506e+000	4.192229e-004
2.529866202890323e-006	1.542079e-002	4.574126e+000	3.707273e-004
2.536702140390323e-006	1.475195e-002	4.574375e+000	3.270659e-004
2.542774563403165e-006	1.407190e-002	4.574331e+000	2.943312e-004
2.549227079190204e-006	1.329528e-002	4.574080e+000	2.674774e-004
2.556063016690204e-006	1.245718e-002	4.573686e+000	2.485275e-004
2.562898954190204e-006	1.164452e-002	4.573255e+000	2.398831e-004
2.569734891690204e-006	1.089752e-002	4.572881e+000	2.416661e-004
2.576570829190204e-006	1.025179e-002	4.572655e+000	2.532777e-004
2.583406766690204e-006	9.736018e-003	4.572655e+000	2.735850e-004
2.590242704190204e-006	9.370545e-003	4.572942e+000	3.010053e-004
2.597078641690204e-006	9.166531e-003	4.573561e+000	3.336117e-004
2.603914579190204e-006	9.125652e-003	4.574534e+000	3.692549e-004
2.610750516690204e-006	9.240339e-003	4.575862e+000	4.056924e-004
2.617586454190204e-006	9.494541e-003	4.577527e+000	4.407194e-004
2.624422391690204e-006	9.864938e-003	4.579491e+000	4.722912e-004
2.631258329190204e-006	1.032252e-002	4.581699e+000	4.986337e-004
2.638094266690204e-006	1.083443e-002	4.584088e+000	5.183335e-004
2.644930204190204e-006	1.136597e-002	4.586582e+000	5.304050e-004
2.651766141690204e-006	1.188262e-002	4.589105e+000	5.343303e-004
2.658602079190205e-006	1.235202e-002	4.591578e+000	5.300723e-004
2.665438016690205e-006	1.274566e-002	4.593931e+000	5.180590e-004
2.672273954190205e-006	1.304041e-002	4.596101e+000	4.991433e-004
2.679109891690205e-006	1.321961e-002	4.598038e+000	4.745389e-004
2.685945829190205e-006	1.327376e-002	4.599706e+000	4.457393e-004
2.692781766690205e-006	1.320084e-002	4.601087e+000	4.144232e-004
2.699617704190205e-006	1.300612e-002	4.602176e+000	3.823526e-004
2.706453641690205e-006	1.270161e-002	4.602989e+000	3.512704e-004
2.713289579190205e-006	1.230515e-002	4.603553e+000	3.228019e-004
2.720125516690205e-006	1.183916e-002	4.603909e+000	2.983674e-004
2.726961454190205e-006	1.132922e-002	4.604109e+000	2.791086e-004
2.733797391690205e-006	1.080254e-002	4.604211e+000	2.658341e-004
2.740633329190205e-006	1.028632e-002	4.604276e+000	2.589854e-004
2.747469266690205e-006	9.806244e-003	4.604364e+000	2.586250e-004
2.754305204190205e-006	9.385046e-003	4.604533e+000	2.644464e-004
2.761141141690205e-006	9.041363e-003	4.604832e+000	2.758050e-004
2.767977079190206e-006	8.788811e-003	4.605303e+000	2.917665e-004
2.774813016690206e-006	8.635389e-003	4.605974e+000	3.111702e-004
2.781648954190206e-006	8.583230e-003	4.606862e+000	3.327028e-004
2.788484891690206e-006	8.628692e-003	4.607971e+000	3.549785e-004
2.795320829190206e-006	8.762766e-003	4.609291e+000	3.766199e-004
2.802156766690206e-006	8.971775e-003	4.610801e+000	3.963354e-004
2.808992704190206e-006	9.238319e-003	4.612468e+000	4.129894e-004
2.815828641690206e-006	9.542393e-003	4.614254e+000	4.256610e-004
2.822664579190206e-006	9.862609e-003	4.616114e+000	4.336882e-004
2.829500516690206e-006	1.017746e-002	4.617999e+000	4.366965e-004
2.836336454190206e-006	1.046653e-002	4.619861e+000	4.346092e-004
2.843172391690206e-006	1.071164e-002	4.621655e+000	4.276421e-004
2.850008329190206e-006	1.089777e-002	4.623341e+000	4.162798e-004
2.856844266690206e-006	1.101379e-002	4.624886e+000	4.012396e-004
2.863680204190206e-006	1.105297e-002	4.626266e+000	3.834223e-004
2.870516141690206e-006	1.101321e-002	4.627469e+000	3.638545e-004
2.877352079190206e-006	1.089695e-002	4.628489e+000	3.436262e-004
2.884188016690207e-006	1.071094e-002	4.629333e+000	3.238270e-004
2.891023954190207e-006	1.046562e-002	4.630018e+000	3.054839e-004
2.897859891690207e-006	1.017447e-002	4.630568e+000	2.895057e-004
2.904695829190207e-006	9.853091e-003	4.631013e+000	2.766354e-004
2.911531766690207e-006	9.518268e-003	4.631390e+000	2.674143e-004
2.918367704190207e-006	9.186975e-003	4.631736e+000	2.621582e-004
2.925203641690207e-006	8.875406e-003	4.632089e+000	2.609477e-004
2.932039579190207e-006	8.598085e-003	4.632484e+000	2.636318e-004
2.938875516690207e-006	8.367100e-003	4.632956e+000	2.698448e-004
